,mat_time,interest_rate_time,gdp_time,uer_time,FICO_orig_time,LTV,HPI,balance,gdp,payoff_time,investor_orig_time,default_time,gdp
133,mat_time_G1,interest_rate_time_G1,gdp_time_G2,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G3,gdp_time_pos,1,0,0,gdp_time_pos
134,mat_time_G1,interest_rate_time_G2,gdp_time_G1,uer_time_G2,FICO_orig_time_G1,LTV_G2,HPI_G2,balance_G2,gdp_time_pos,0,0,1,gdp_time_pos
135,mat_time_G1,interest_rate_time_G1,gdp_time_G1,uer_time_G1,FICO_orig_time_G1,LTV_G2,HPI_G2,balance_G3,gdp_time_pos,1,0,0,gdp_time_pos
136,mat_time_G1,interest_rate_time_G2,gdp_time_G2,uer_time_G1,FICO_orig_time_G2,LTV_G1,HPI_G3,balance_G3,gdp_time_pos,1,0,0,gdp_time_pos
137,mat_time_G1,interest_rate_time_G2,gdp_time_G1,uer_time_G1,FICO_orig_time_G1,LTV_G2,HPI_G2,balance_G2,gdp_time_pos,1,0,0,gdp_time_pos
138,mat_time_G1,interest_rate_time_G1,gdp_time_G2,uer_time_G2,FICO_orig_time_G1,LTV_G2,HPI_G2,balance_G1,gdp_time_pos,1,0,0,gdp_time_pos
139,mat_time_G1,interest_rate_time_G1,gdp_time_G1,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G3,gdp_time_pos,1,0,0,gdp_time_pos
140,mat_time_G1,interest_rate_time_G2,gdp_time_G1,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G2,gdp_time_pos,1,0,0,gdp_time_pos
141,mat_time_G1,interest_rate_time_G2,gdp_time_G2,uer_time_G1,FICO_orig_time_G1,LTV_G1,HPI_G3,balance_G3,gdp_time_pos,1,0,0,gdp_time_pos
142,mat_time_G1,interest_rate_time_G2,gdp_time_G1,uer_time_G2,FICO_orig_time_G1,LTV_G3,HPI_G1,balance_G2,gdp_time_pos,0,0,1,gdp_time_pos
